0.209	0
0.214	0
0.219	0
0.224	0
0.229	0
0.234	0
0.239	0
0.244	0
0.249	0
0.254	0
0.254	0
0.259	0
0.264	0
0.264	1
0.269	1
0.269	2
0.274	2
0.274	3
0.279	3
0.279	4
0.284	4
0.284	5
0.289	5
0.294	5
0.294	5
0.294	6
0.299	6
0.299	7
0.304	7
0.304	8
0.309	8
0.309	9
0.314	9
0.314	10
0.319	10
0.319	11
0.324	11
0.324	12
0.329	12
0.334	12
0.334	12
0.334	13
0.339	13
0.339	14
0.344	14
0.344	15
0.349	15
0.349	16
0.354	16
0.354	17
0.359	17
0.359	18
0.364	18
0.364	19
0.369	19
0.374	19
0.374	19
0.374	20
0.379	20
0.379	21
0.384	21
0.384	22
0.389	22
0.389	23
0.394	23
0.394	24
0.399	24
0.399	25
0.404	25
0.404	26
0.409	26
0.414	26
0.414	26
0.414	27
0.419	27
0.419	28
0.424	28
0.424	29
0.429	29
0.429	30
0.434	30
0.434	31
0.439	31
0.439	32
0.444	32
0.444	33
0.449	33
0.454	33
0.454	33
0.454	34
0.459	34
0.459	35
0.464	35
0.464	36
0.469	36
0.469	37
0.474	37
0.474	38
0.479	38
0.479	39
0.484	39
0.484	40
0.489	40
0.494	40
0.494	40
0.494	41
0.499	41
0.499	42
0.504	42
0.504	43
0.509	43
0.509	44
0.514	44
0.514	45
0.519	45
0.519	46
0.524	46
0.524	47
0.529	47
0.534	47
0.534	47
0.534	48
0.539	48
0.539	49
0.544	49
0.544	50
0.549	50
0.549	51
0.554	51
0.554	52
0.559	52
0.559	53
0.564	53
0.564	54
0.569	54
0.574	54
0.574	54
0.574	55
0.579	55
0.579	56
0.584	56
0.584	57
0.589	57
0.589	58
0.594	58
0.594	59
0.599	59
0.599	60
0.604	60
0.604	61
0.609	61
0.614	61
0.614	61
0.614	62
0.619	62
0.619	63
0.624	63
0.624	64
0.629	64
0.629	65
0.634	65
0.634	66
0.639	66
0.639	67
0.644	67
0.644	68
0.649	68
0.654	68
0.654	68
0.654	69
0.659	69
0.659	70
0.664	70
0.664	71
0.669	71
0.669	72
0.674	72
0.674	73
0.679	73
0.679	74
0.684	74
0.684	75
0.689	75
0.694	75
0.694	75
0.694	76
0.699	76
0.699	77
0.704	77
0.704	78
0.709	78
0.709	79
0.714	79
0.714	80
0.719	80
0.719	81
0.724	81
0.724	82
0.729	82
0.734	82
0.734	82
0.734	83
0.739	83
0.739	84
0.744	84
0.744	85
0.749	85
0.749	86
0.754	86
0.754	87
0.759	87
0.759	88
0.764	88
0.764	89
0.769	89
0.774	89
0.774	89
0.774	90
0.779	90
0.779	91
0.784	91
0.784	92
0.789	92
0.789	93
0.794	93
0.794	94
0.799	94
0.799	95
0.804	95
0.804	96
0.809	96
0.814	96
0.814	96
0.814	97
0.819	97
0.819	98
0.824	98
0.824	99
0.829	99
0.829	100
0.834	100
0.834	101
0.839	101
0.839	102
0.844	102
0.844	103
0.849	103
0.854	103
0.854	103
0.854	104
0.859	104
0.859	105
0.864	105
0.864	106
0.869	106
0.869	107
0.874	107
0.874	108
0.879	108
0.879	109
0.884	109
0.884	110
0.889	110
0.894	110
0.894	110
0.894	111
0.899	111
0.899	112
0.904	112
0.904	113
0.909	113
0.909	114
0.914	114
0.914	115
0.919	115
0.919	116
0.924	116
0.924	117
0.929	117
0.934	117
0.934	117
0.934	118
0.939	118
0.939	119
0.944	119
0.944	120
0.949	120
0.949	121
0.954	121
0.954	122
0.959	122
0.959	123
0.964	123
0.964	124
0.969	124
0.974	124
0.974	124
0.974	125
0.979	125
0.979	126
0.984	126
0.984	127
0.989	127
0.989	128
0.994	128
0.994	129
0.999	129
0.999	130
1.004	130
1.004	131
1.009	131
1.014	131
1.014	131
1.014	132
1.019	132
1.019	133
1.024	133
1.024	134
1.029	134
1.029	135
1.034	135
1.034	136
1.039	136
1.039	137
1.044	137
1.044	138
1.049	138
1.049	139
1.054	139
1.054	139
1.059	139
1.059	140
1.064	140
1.064	141
1.069	141
1.069	142
1.074	142
1.074	143
1.079	143
1.079	144
1.084	144
1.084	145
1.089	145
1.089	146
1.094	146
1.094	146
1.099	146
1.099	147
1.104	147
1.104	148
1.109	148
1.109	149
1.114	149
1.114	150
1.119	150
1.119	151
1.124	151
1.124	152
1.129	152
1.129	153
1.134	153
1.134	153
1.139	153
1.139	154
1.144	154
1.144	155
1.149	155
1.149	156
1.154	156
1.154	157
1.159	157
1.159	158
1.164	158
1.164	159
1.169	159
1.169	160
1.174	160
1.174	160
1.179	160
1.179	161
1.184	161
1.184	162
1.189	162
1.189	163
1.194	163
1.194	164
1.199	164
1.199	165
1.204	165
1.204	166
1.209	166
1.209	167
1.214	167
1.214	167
1.219	167
1.219	168
1.224	168
1.224	169
1.229	169
1.229	170
1.234	170
1.234	171
1.239	171
1.239	172
1.244	172
1.244	173
1.249	173
1.249	174
1.254	174
1.254	174
1.259	174
1.259	175
1.264	175
1.264	176
1.269	176
1.269	177
1.274	177
1.274	178
1.279	178
1.279	179
1.284	179
1.284	180
1.289	180
1.289	181
1.294	181
1.294	181
1.299	181
1.299	182
1.304	182
1.304	183
1.309	183
1.309	184
1.314	184
1.314	185
1.319	185
1.319	186
1.324	186
1.324	187
1.329	187
1.329	188
1.334	188
1.334	188
1.339	188
1.339	189
1.344	189
1.344	190
1.349	190
1.349	191
1.354	191
1.354	192
1.359	192
1.359	193
1.364	193
1.364	194
1.369	194
1.369	195
1.374	195
1.374	195
1.379	195
1.379	196
1.384	196
1.384	197
1.389	197
1.389	198
1.394	198
1.394	199
1.399	199
1.399	200
1.404	200
1.404	201
1.409	201
1.409	202
1.414	202
1.414	202
1.419	202
1.419	203
1.424	203
1.424	204
1.429	204
1.429	205
1.434	205
1.434	206
1.439	206
1.439	207
1.444	207
1.444	208
1.449	208
1.449	209
1.454	209
1.454	209
1.459	209
1.459	210
1.464	210
1.464	211
1.469	211
1.469	212
1.474	212
1.474	213
1.479	213
1.479	214
1.484	214
1.484	215
1.489	215
1.489	216
1.494	216
1.494	216
1.499	216
1.499	217
1.504	217
1.504	218
1.509	218
1.509	219
1.514	219
1.514	220
1.519	220
1.519	221
1.524	221
1.524	222
1.529	222
1.529	223
1.534	223
1.534	223
1.539	223
